ORIGIN_CITY_NAME,SUM_OF_ALL_DELAYS,AVERAGE_OF_ALL_DELAYS,SUM_OF_WEATHER_DELAY,AVERAGE_OF_WEATHER_DELAY,SUM_OF_CARRIER_DELAY,AVERAGE_OF_CARRIER_DELAY,SUM_OF_NAS_DELAY,AVERAGE_OF_NAS_DELAY,SUM_OF_SECURITY_DELAY,AVERAGE_OF_SECURITY_DELAY,SUM_OF_LATE_AIRCRAFT_DELAY,AVERAGE_OF_LATE_AIRCRAFT_DELAY
"Nome, AK",2393.0,3.314404432132964,53.0,0.07340720221606649,254.0,0.3518005540166205,374.0,0.518005540166205,127.0,0.17590027700831026,1585.0,2.1952908587257616
"Santa Maria, CA",2384.0,12.352331606217616,79.0,0.40932642487046633,894.0,4.632124352331606,293.0,1.5181347150259068,0.0,0.0,1118.0,5.7927461139896375
"Ogden, UT",2260.0,21.523809523809526,791.0,7.533333333333333,420.0,4.0,261.0,2.4857142857142858,0.0,0.0,788.0,7.504761904761905
"Barrow, AK",2012.0,2.7637362637362637,171.0,0.2348901098901099,198.0,0.27197802197802196,344.0,0.4725274725274725,49.0,0.0673076923076923,1250.0,1.717032967032967
"Owensboro, KY",1850.0,18.137254901960784,232.0,2.2745098039215685,419.0,4.107843137254902,166.0,1.6274509803921569,0.0,0.0,1033.0,10.127450980392156
"Adak Island, AK",1801.0,17.317307692307693,23.0,0.22115384615384615,95.0,0.9134615384615384,236.0,2.269230769230769,1035.0,9.951923076923077,412.0,3.9615384615384617
"Gustavus, AK",600.0,7.317073170731708,27.0,0.32926829268292684,13.0,0.15853658536585366,146.0,1.7804878048780488,14.0,0.17073170731707318,400.0,4.878048780487805
"Greenville, NC",537.0,6.7125,0.0,0.0,109.0,1.3625,89.0,1.1125,0.0,0.0,339.0,4.2375
"Dillingham, AK",531.0,6.475609756097561,17.0,0.2073170731707317,149.0,1.8170731707317074,35.0,0.4268292682926829,29.0,0.35365853658536583,301.0,3.6707317073170733
"King Salmon, AK",78.0,1.278688524590164,0.0,0.0,13.0,0.21311475409836064,3.0,0.04918032786885246,62.0,1.0163934426229508,0.0,0.0
